[2025-07-18 20:50:29] [EasyTrainerLogger] Logger initialized. Writing to log_2.txt and log_current.txt
[2025-07-18 20:50:29] [EasyTrainerInit] Starting initialization
[2025-07-18 20:50:29] [EasyTrainerInit] Performing data dumps and loading to memory.
[2025-07-18 20:50:29] [EasyTrainerWeaponLoader] Loaded 1778 weapons.
[2025-07-18 20:50:30] [EasyTrainerVehicleLoader] Loaded 534 vehicles (Injected 0 new).
[2025-07-18 20:50:30] Silencio (Items.MeleeMod3_Common) | Common | Unknown | itemPart, WeaponMod, MeleeMod, Common
[2025-07-18 20:50:30] Basic Kiroshi Optics (Items.AdvancedKiroshiOpticsBareLegendaryPlus) | Legendary+ | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:30] Unknown (Items.ma_wbr_jpn_13_onscreen_02) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:30] Unknown (Items.roach_race_story) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:30] Unknown (Items.cbj_ep1_02_shard_01) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:30] Unknown (Items.q304_stadium_inventory_report) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:30] Unknown (Items.ma_cct_cpz_10_onscreen_01) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:30] Unknown (Items.generic_q113_arasaka_vip) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:30] Unknown (Items.ma_wat_lch_102_onscreen_01) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:30] !OBSOLETE (Items.mq304_conflicting_orders_02_shard) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:30] Unknown (Items.we_ep1_17_shard_006) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:30] Axolotl (Items.IconicAdvancedSubdermalCoProcessorLegendary) | Iconic | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:30] Dogtown Income Report, KH’s eyes only (Items.q303_paradise_lobby_note) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:30] Unknown (Items.mq049_03_shard_pickpockets) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:30] Marred Still of Blue Moon (Items.mq028_evidence) | Unknown | Miscellaneous | Quest
[2025-07-18 20:50:30] Archived conversation: Incident #21 (Items.q305_incident_shard) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:30] Unknown (Items.generic_elcoyote_drinks_shard) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:30] Unknown (Items.personal_link) | Unknown | Cyberware | Cyberware, HideInBackpackUI, SkipActivityLog, HideInBackpackUI, Quest
[2025-07-18 20:50:30] Unknown (Items.ma_wat_kab_105_onscreen_01) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:30] Doll (Items.sq030_old_doll) | Unknown | Miscellaneous | Quest
[2025-07-18 20:50:30] Unknown (Items.we_ep1_01_shard_003) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:30] Arasaka Mk.1 (Items.AdvancedArasakaShadowMKICommonPlus) | Common | Cyberware | Cyberware, HideInBackpackUI, Cyberdeck
[2025-07-18 20:50:30] Unknown (Items.sa_ep1_38_shard_001) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:30] Unknown (Items.DildoWeaponMod) | Unknown | Unknown | itemPart, WeaponMod, MeleeMod, HideInUI, HideAtVendor
[2025-07-18 20:50:30] Unknown (Items.sts_wat_kab_02_onscreen_01) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:31] Militech \"Apogee\" Sandevistan (Items.AdvancedSandevistanApogeePlusPlus) | Unknown | Cyberware | Cyberware, HideInBackpackUI, Sandevistan, Iconic_OS_CW, Iconic_Apogee_Sandevistan
[2025-07-18 20:50:31] Stale Beer (Items.sq004_farmhouse_beer) | Unknown | Miscellaneous | Quest
[2025-07-18 20:50:31] Unknown (Items.ma_bls_ina_se5_16_onscreen_01) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:31] THE MOTH - DRINK MENU (Items.q303_tech_floor_sniper_nest_shard) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:31] Unknown (Items.ma_wat_kab_10_onscreen_01) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:31] Monowire – Chemical Damage (Items.ChemicalDamageCable) | Unknown | Fragment | itemPart, Fragment, itemPart, DummyPart, SkipActivityLog, HideInBackpackUI, HideInUI, HideAtVendor, itemPart
[2025-07-18 20:50:31] Quantum Tuner (Items.AdvancedTimeBankLegendaryPlusPlus) | Legendary++ | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:31] Unknown (Items.w_handgun__budget_slaughtomatic__rcv1) | Unknown | Unknown | itemPart
[2025-07-18 20:50:31] Visual Cortex Support (Items.AdvancedVisualCortexSupportEpicPlus) | Epic | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:31] Unknown (Items.ma_wbr_hil_06_onscreen_03) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:31] Militech \"Falcon\" Sandevistan (Items.AdvancedSandevistanC4MK4Plus) | Unknown | Cyberware | Cyberware, HideInBackpackUI, Sandevistan, Iconic_OS_CW, Iconic_Falcon_Sandevistan
[2025-07-18 20:50:31] Message to Linh Hyunh (Items.ma_hey_spr_04_shard_sister) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:31] Unknown (Items.crowd_glass_f_whiskey) | Unknown | Miscellaneous | Prop, HideInBackpackUI, HideAtVendor, HideInUI
[2025-07-18 20:50:31] Unknown (Items.sts_ep1_03_shard_013_scavs_cookbook) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:31] Feen-X (Items.AdvancedNeuroMatrixLegendary2PlusPlus) | Legendary | Cyberware | Cyberware, HideInBackpackUI, SkipActivityLog
[2025-07-18 20:50:31] Unknown (Items.locomotion_crowd_int_apparel_002__umbrella_small) | Unknown | Miscellaneous | Prop, HideInBackpackUI, HideAtVendor, HideInUI, ItemDecoration_Rain, ItemDecoration_RainOnly, OnDropFadeoutNoDelay
[2025-07-18 20:50:31] Gag (Items.SexToyJunkItem1) | Unknown | Junk | Junk, SexToy, NoVisuals
[2025-07-18 20:50:31] Kiroshi \"Cockatrice\" Optics (Items.Iconic_AdvancedKiroshiOpticsBareBase) | Iconic | Cyberware | Cyberware, HideInBackpackUI, IllegalItem
[2025-07-18 20:50:31] Court Report #271: Sobol Sentenced! (Items.sts_ep1_06_shard_005) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:31] Pack of Cards (Items.GenericJunkItem21) | Unknown | Junk | Junk
[2025-07-18 20:50:31] Unknown (Items.w_handgun__kang_tao_chao__base1) | Unknown | Muzzle | itemPart
[2025-07-18 20:50:31] Unknown (Items.acoustic_guitar_a) | Unknown | Miscellaneous | Prop, HideInBackpackUI, HideAtVendor, HideInUI, OnDropFadeoutNoDelay
[2025-07-18 20:50:31] Unknown (Items.ma_bls_ina_se5_21_onscreen_01) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:31] RC-7 Yokai (Items.w_muzzle_brake_07) | Unknown | Unknown | itemPart, WeaponMod, Muzzle_Brake, CourierReward, Tier3-4
[2025-07-18 20:50:31] Unknown (Items.wst_ep1_mdo_102_shard_001) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:31] Diary (Items.q305_janitor_shard) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:31] Unknown (Items.ma_wat_lch_14_onscreen_01) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:31] Unknown (Items.soda_can_d) | Unknown | Miscellaneous | Prop, HideInBackpackUI, HideAtVendor, HideInUI
[2025-07-18 20:50:31] Unknown (Items.PlayerMaPhotomodeHead) | Unknown | Miscellaneous | Quest, TppHead
[2025-07-18 20:50:31] Feen-X (Items.AdvancedNeuroMatrixEpicPlus) | Epic | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:31] Chitin (Items.IconicAdvancedChitonRare) | Iconic | Cyberware | Cyberware, HideInBackpackUI, IllegalItem
[2025-07-18 20:50:31] Camillo RAM Manager (Items.AdvancedCamilloRamManagerEpicPlus) | Epic | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:31] Unknown (Items.ArmsCyberwarePartBase) | Unknown | Fragment | itemPart, Fragment, itemPart, DummyPart, SkipActivityLog, HideInBackpackUI, HideInUI, HideAtVendor
[2025-07-18 20:50:31] Militech \"Apogee\" Sandevistan (Items.AdvancedSandevistanApogeePlus) | Unknown | Cyberware | Cyberware, HideInBackpackUI, Sandevistan, Iconic_OS_CW, Iconic_Apogee_Sandevistan
[2025-07-18 20:50:31] Lynx Paws (Items.AdvancedCatPawsRare) | Rare | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:31] Unknown (Items.cbj_ep1_04_shard_01) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:31] Dynalar Sandevistan (Items.AdvancedSandevistanC2MK1Plus) | Unknown | Cyberware | Cyberware, HideInBackpackUI, Sandevistan
[2025-07-18 20:50:31] Unknown (Items.DamageHack) | Unknown | Quickhack | itemPart, SoftwareShard
[2025-07-18 20:50:31] Unknown (Items.NanoWiresRoot) | Unknown | Fragment | itemPart, Fragment, itemPart, DummyPart, SkipActivityLog, HideInBackpackUI, HideInUI, HideAtVendor, parentPart, SkipActivityLog
[2025-07-18 20:50:31] BioDyne Berserk (Items.BerserkC2MK1) | Unknown | Cyberware | Cyberware, HideInBackpackUI, Berserk
[2025-07-18 20:50:31] Visual Cortex Support (Items.ImprovedPerceptionUncommon) | Uncommon | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:31] Scar Coalescer (Items.AdvancedNoPainNoGainEpic2Plus) | Epic | Cyberware | Cyberware, HideInBackpackUI, SkipActivityLog
[2025-07-18 20:50:31] Atomic Sensors (Items.AdvancedTroubleFinderRarePlus) | Rare+ | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:31] Unknown (Items.electric_guitar_b) | Unknown | Miscellaneous | Prop, HideInBackpackUI, HideAtVendor, HideInUI, OnDropFadeoutNoDelay
[2025-07-18 20:50:31] Scar Coalescer (Items.AdvancedNoPainNoGainLegendary2PlusPlus) | Legendary | Cyberware | Cyberware, HideInBackpackUI, SkipActivityLog
[2025-07-18 20:50:31] Unknown (Items.generic_death_poetry_01_shard) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:31] Prof. Susan Baehr - Medical Opinion [CONFIDENTIAL] (Items.q302_oath_myers_hidden_shard) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:31] Optical Camo (Items.AdvancedOpticalCamoLegendaryPlus) | Legendary+ | Unknown | Cyberware, HideInBackpackUI
[2025-07-18 20:50:31] Zetatech Berserk (Items.AdvancedBerserkC3MK5PlusPlus) | Unknown | Cyberware | Cyberware, HideInBackpackUI, Berserk
[2025-07-18 20:50:31] Unknown (Items.ma_wat_lch_03_onscreen_03) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:31] Used Airhypo (Items.ScavengersJunkItem3) | Unknown | Junk | Junk, FactionItem, Scavengers, NoVisuals, CreepyFollower
[2025-07-18 20:50:31] Databank (Items.q005_saburo_data_carrier) | Unknown | Miscellaneous | Quest
[2025-07-18 20:50:31] Bionic Joints (Items.AdvancedBionicJointsCommon2Plus) | Common | Cyberware | Cyberware, HideInBackpackUI, SkipActivityLog
[2025-07-18 20:50:31] Unknown (Items.generic_influencing_shard) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:31] Militech Paraline (Items.BaseDeckTier4) | Unknown | Cyberware | Cyberware, HideInBackpackUI, Cyberdeck
[2025-07-18 20:50:31] Me-thrill (Items.PowerfulFabricEnhancer07) | Unknown | Miscellaneous | itemPart, FabricEnhancer, DeprecatedFabricEnhancer, HideInUI, HideAtVendor, DummyPart
[2025-07-18 20:50:31] Unknown (Items.locomotion_crowd_bottle_e_beer) | Unknown | Miscellaneous | Prop, HideInBackpackUI, HideAtVendor, HideInUI
[2025-07-18 20:50:31] Dense Marrow (Items.AdvancedDenseMarrowRare2Plus) | Rare | Cyberware | Cyberware, HideInBackpackUI, SkipActivityLog
[2025-07-18 20:50:31] Rara Avis (Items.IconicAdvancedT1000Epic) | Iconic | Cyberware | Cyberware, HideInBackpackUI, IllegalItem
[2025-07-18 20:50:31] Unknown (Items.scene_personal_link) | Unknown | Cyberware | Cyberware, HideInBackpackUI, SkipActivityLog, HideInBackpackUI, Quest
[2025-07-18 20:50:31] Unknown (Items.mws_arr_07_lost_shard) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:31] Unknown (Items.AdvancedSynapticAcceleratorStatsShard) | Unknown | Cyberware Stat Mod | itemPart, Fragment, itemPart, SkipActivityLog, HideInBackpackUI
[2025-07-18 20:50:31] Unknown (Items.mws_pac_06_voodo_shard) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:31] Militech Paraline (Items.TutorialCyberdeck_Course3Stage01) | Unknown | Cyberware | Cyberware, HideInBackpackUI, Cyberdeck
[2025-07-18 20:50:31] Souvenir License Plate (Items.SouvenirJunkItem4) | Unknown | Junk | Junk, NoVisuals
[2025-07-18 20:50:31] Kiroshi \"Sentry\" Optics (Items.AdvancedKiroshiOptics_Tutorial_CommonPlus) | Common | Cyberware | Cyberware, HideInBackpackUI, MustBeWearableToPurchase
[2025-07-18 20:50:31] Behavioral Imprint-synced Faceplate (Items.MaskCWPlusPlus) | Unknown | Unknown | Cyberware, HideInBackpackUI, SkipActivityLog, MaskCW, MaskCWPlusPlus
[2025-07-18 20:50:31] Revulsor (Items.IconicAdvancedReflexRecorderRarePlus) | Iconic | Cyberware | Cyberware, HideInBackpackUI, IllegalItem
[2025-07-18 20:50:31] Unknown (Items.AjaxMoronWeaponMod) | Unknown | Weapon Mod | itemPart, WeaponMod
[2025-07-18 20:50:31] Unknown (Items.wst_ep1_hlp_101_shard_001) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:31] Bubble Gum (Items.GenericJunkItem29) | Unknown | Junk | Junk
[2025-07-18 20:50:31] Sonic Shock (Items.CommsNoiseLvl4Program) | Unknown | Quickhack | itemPart, SoftwareShard, Tier1Shard, Tier2Shard, Tier3Shard, Tier4Shard
[2025-07-18 20:50:31] Unknown (Items.cbj_ep1_05_shard_03) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:31] Message to Dao Hyunh (Items.ma_hey_spr_04_shard_psycho) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:31] Shard (Items.ma_wbr_jpn_01_shard) | Unknown | Miscellaneous | Quest
[2025-07-18 20:50:31] Unknown (Items.sa_ep1_02_shard_002) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:31] Unknown (Items.WeaponShotgunBarrelBase) | Unknown | Muzzle | itemPart
[2025-07-18 20:50:31] Shard (Items.ma_wat_nid_30_shard) | Unknown | Miscellaneous | Quest
[2025-07-18 20:50:31] Moldy Syn-Cheese (Items.Junk) | Unknown | Junk | Junk
[2025-07-18 20:50:31] Militech \"Apogee\" Sandevistan (Items.AdvancedSandevistanApogee) | Unknown | Cyberware | Cyberware, HideInBackpackUI, Sandevistan, Iconic_OS_CW, Iconic_Apogee_Sandevistan
[2025-07-18 20:50:31] Sandevistan (Items.SandevistanBase) | Unknown | Cyberware | Cyberware, HideInBackpackUI, Sandevistan
[2025-07-18 20:50:31] CataResist (Items.ResistancesBoosterLegendary) | Legendary | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:31] Reboot Optics (Items.BlindLvl2Program) | Unknown | Quickhack | itemPart, SoftwareShard, Tier0Shard, Tier1Shard, Tier2Shard
[2025-07-18 20:50:31] Me-thrill (Items.IntrinsicFabricEnhancer14) | Unknown | Unknown | itemPart, FabricEnhancer, DummyPart, HideInUI, HideAtVendor
[2025-07-18 20:50:31] Shard (Items.ma_pac_cvi_05_shard_A) | Unknown | Miscellaneous | Quest
[2025-07-18 20:50:31] Countershell (Items.AdvancedSuddenAidCommonPlus) | Common | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:31] Basic Kiroshi Optics (Items.AdvancedKiroshiOpticsBareRare) | Rare | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:31] Big Mag (Items.ARSMGLMGMod1_Common) | Common | Unknown | itemPart, WeaponMod, RangedMod, Common
[2025-07-18 20:50:31] Second Heart (Items.AdvancedSecondHeartEpicPlus) | Epic | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:31] Unknown (Items.sts_dakota_gang_retaliation_shard_ina_03) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:31] Unknown (Items.wst_ep1_hgp_103_shard_001) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:31] Unknown (Items.ma_std_arr_08_onscreen_01) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:31] Unknown (Items.ma_wat_nid_33_onscreen_01) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:31] Unknown (Items.ma_cct_dtn_01_onscreen_03) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:31] Unknown (Items.sts_wat_kab_107_onscreen_003) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:31] Unknown (Items.ma_bls_ina_se1_07_onscreen_02) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:31] Unknown (Items.sa_ep1_34_shard_001) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:31] Unknown (Items.pocket_mirror) | Unknown | Miscellaneous | Prop, HideInBackpackUI, HideAtVendor, HideInUI
[2025-07-18 20:50:31] Unknown (Items.ma_std_arr_14_onscreen_01) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:31] Zetatech Sandevistan (Items.AdvancedSandevistanC1MK2) | Unknown | Cyberware | Cyberware, HideInBackpackUI, Sandevistan
[2025-07-18 20:50:31] Archived Conversation: Fang and Ivo (Items.mq306_guard_shard) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:31] Me-thrill (Items.IntrinsicFabricEnhancer10) | Unknown | Unknown | itemPart, FabricEnhancer, DummyPart, HideInUI, HideAtVendor
[2025-07-18 20:50:31] Unknown (Items.sq027_onboarding) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:31] Shock-n-Awe (Items.ElectroshockMechanismLegendary) | Legendary | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:31] Scar Coalescer (Items.AdvancedNoPainNoGainUncommon2) | Uncommon | Cyberware | Cyberware, HideInBackpackUI, SkipActivityLog
[2025-07-18 20:50:31] QianT \"Warp Dancer\" Sandevistan (Items.AdvancedSandevistanC3MK4Plus) | Unknown | Cyberware | Cyberware, HideInBackpackUI, Sandevistan
[2025-07-18 20:50:31] Unknown (Items.w_rifle_sniper__nokota_osprey__mag_stdr) | Unknown | Magazine | itemPart
[2025-07-18 20:50:31] Unknown (Items.BuryaHammerWeaponMod) | Unknown | Weapon Mod | itemPart, WeaponMod
[2025-07-18 20:50:31] Carapace (Items.AdvancedWeirdTankyPlatingLegendary) | Legendary | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:31] NetWatch Netdriver Mk.1 (Items.AdvancedNetwatchNetdriverMKLegendaryPlus) | Legendary+ | Cyberware | Cyberware, HideInBackpackUI, Cyberdeck
[2025-07-18 20:50:31] Spring Joints (Items.AdvancedAgileJointsLegendaryPlusPlus) | Legendary++ | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:31] Unknown (Items.w_shotgun_dual__rostovic_palica__mag_std) | Unknown | Magazine | itemPart
[2025-07-18 20:50:31] Blood Pump (Items.BloodPumpLegendary) | Legendary | Unknown | Cyberware, HideInBackpackUI
[2025-07-18 20:50:31] Gambiteer (Items.SmartMod2_Common) | Common | Unknown | itemPart, WeaponMod, RangedMod, Smart, Common
[2025-07-18 20:50:31] Unknown (Items.cbj_ep1_06_shard_01) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:31] Knuckles – Electrical Damage (Items.ElectricDamageKnuckles) | Unknown | Fragment | itemPart, Fragment, itemPart, DummyPart, SkipActivityLog, HideInBackpackUI, HideInUI, HideAtVendor, itemPart
[2025-07-18 20:50:31] Unknown (Items.ma_wbr_hil_01_onscreen_02) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:31] Unknown (Items.crowd_ch_sniffing_drugs_001) | Unknown | Miscellaneous | Prop, HideInBackpackUI, HideAtVendor, HideInUI
[2025-07-18 20:50:31] Unknown (Items.SimpleWeaponMod03Rare) | Rare | Weapon Mod | itemPart, WeaponMod, DeprecatedWeaponMod, HideInUI, HideAtVendor
[2025-07-18 20:50:31] Unknown (Items.w_dildo_grip) | Unknown | Miscellaneous | parentPart
[2025-07-18 20:50:31] Kiroshi \"Sentry\" Optics (Items.AdvancedKiroshiOpticsSensor_Uncommon) | Uncommon | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:31] Bana’s biomonitor (Items.sts_ep1_08_biomonitor_target) | Unknown | Miscellaneous | Quest
[2025-07-18 20:50:31] Bioconductor (Items.BioConductorsRare) | Rare | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:31] Nanorelays (Items.ImprovedReactionEpic) | Epic | Cyberware | Cyberware, HideInBackpackUI
